Timestep Origin,Normalized Integrated ACF
2000,1.0
4000,0.9356709119145776
6000,0.9353743235275287
8000,0.9413361808704193
10000,0.9033738335913516
12000,0.9137015731321849
14000,0.9218867751577938
16000,0.9530197264184087
18000,0.9738114647108983
20000,0.9636682204494257
22000,0.9203733063708815
24000,0.8712226876565101
26000,0.847784258510105
28000,0.8429857075444639
30000,0.8478990700726641
32000,0.8693608985357193
34000,0.9089730219106088
36000,0.9471914321168596
38000,0.9664377893053013
40000,0.9618971486643195
42000,0.9382634433730834
44000,0.9027564759101684
46000,0.86879480477658
48000,0.8349031294479788
50000,0.8077290185471483
52000,0.7922570192829516
54000,0.7809518611271586
56000,0.7770733008392914
58000,0.7736732282072462
60000,0.7639714693607967
62000,0.7538877034357788
64000,0.739027323966425
66000,0.720000265862749
68000,0.699098064774355
70000,0.6812965761992404
72000,0.6637202830647125
74000,0.6467864621335272
76000,0.6317818532035337
78000,0.6236016280881378
80000,0.6171204607120563
82000,0.6071047135857328
84000,0.5961031370629152
86000,0.583572397699538
88000,0.57182992549322
90000,0.5614597340159514
92000,0.5540027277052544
94000,0.5475059466057721
96000,0.5409081108938089
98000,0.533360003861536
100000,0.5287797915728292
102000,0.5302603992435164
104000,0.530896360648979
106000,0.5249387778735821
108000,0.51746950598083
110000,0.5132213965755783
112000,0.5153591809150736
114000,0.5212126204953931
116000,0.535484016454088
118000,0.5473490546120744
120000,0.5553551561304316
122000,0.5611990932655032
124000,0.562797311426169
126000,0.5732233588589681
128000,0.5895254471921081
130000,0.5974193259261874
132000,0.5936209503200265
134000,0.5872146673999163
136000,0.5824365210119794
138000,0.5782598806972542
140000,0.5727342860450826
142000,0.5664143760626661
144000,0.5586661393886116
146000,0.5514113285612797
148000,0.5445405352051043
150000,0.5374893512634783
152000,0.5314295198692229
154000,0.526496761183996
156000,0.5229995242606078
158000,0.5202750620123362
160000,0.5176809916954226
162000,0.512879395506787
164000,0.5083357083416838
166000,0.5050363083832102
168000,0.4995049181132175
170000,0.4941693497747026
172000,0.4905607350277678
174000,0.4885811292690037
176000,0.4848764799947754
178000,0.4799289830498213
180000,0.47492785997371745
182000,0.4705535013326555
184000,0.46616173808775796
186000,0.462749312521584
188000,0.46032530356174894
190000,0.45734657874773427
192000,0.45395552304521347
194000,0.4524295130081424
196000,0.4511952502357544
198000,0.45393782790834863
200000,0.4554398307622061
202000,0.4569227373245761
204000,0.4607338160734152
206000,0.4639799635417517
208000,0.46963182113691754
210000,0.4794924612246238
212000,0.48576280042598663
214000,0.4879379358780438
216000,0.4902570856968997
218000,0.49180169457974227
220000,0.49583629641583987
222000,0.499675184509445
224000,0.5048282196082141
226000,0.5100908369252659
228000,0.5130148775827812
230000,0.5136060550619063
232000,0.5135021037974121
234000,0.512043018205069
236000,0.5086239371602514
238000,0.5050779170417931
240000,0.5031905840529322
242000,0.5012082285010125
244000,0.5000089664767945
246000,0.5000768720500394
248000,0.49942072529207204
250000,0.4982576462816439
252000,0.49670075543273695
254000,0.496257764172159
256000,0.4953034927376069
258000,0.4952886002782755
260000,0.49475680024153773
262000,0.49457778256541785
264000,0.4932134769893154
266000,0.49155947611956124
268000,0.4904176405944397
270000,0.4924560768844285
272000,0.4967756158982867
274000,0.4983666719102867
276000,0.49919789137859727
278000,0.5005795743774255
280000,0.5022649755318971
282000,0.5027697070976693
284000,0.5046658377948373
286000,0.5062634383544039
288000,0.5084926604796002
290000,0.5116822714022641
292000,0.514729066425189
294000,0.515835320888365
296000,0.5171775278052143
298000,0.5188632535443988
300000,0.5204453480339711
302000,0.5215612721988224
304000,0.5255155882192446
306000,0.5313404316113929
308000,0.534810886502363
310000,0.536739616152792
312000,0.5387942601620628
314000,0.5401549733023505
316000,0.5419503731810057
318000,0.5432557561190136
320000,0.5437426387010975
322000,0.544509530174979
324000,0.5464300964491942
326000,0.5496820490642647
328000,0.5530463175179147
330000,0.5568297105034699
332000,0.561478025158298
334000,0.5704607704652429
336000,0.5836902722414521
338000,0.5921888690380681
340000,0.5964155263378694
342000,0.5981962181994571
344000,0.5997142451775539
346000,0.6020004829626833
348000,0.6022766236379122
350000,0.6016589444708262
352000,0.6007968984569356
354000,0.599039752140137
356000,0.5974864885835496
358000,0.5953471991355914
360000,0.5926483714284698
362000,0.5905411250025532
364000,0.5901593408575475
366000,0.5917209594578475
368000,0.5938557801473646
370000,0.5952310923291195
372000,0.5941063217252917
374000,0.5914614364137852
376000,0.5888365628685821
378000,0.5874465921512586
380000,0.5892400804673072
382000,0.589983498318488
384000,0.5882082175135163
386000,0.5859764471517676
388000,0.5837112017782412
390000,0.5809715602094792
392000,0.5784540655319341
394000,0.5758511640658812
396000,0.5730536107564004
398000,0.5708044161206933
400000,0.5684411150862926
402000,0.5658197453058301
404000,0.5631542759277386
406000,0.5604656796993388
408000,0.5582950443745712
410000,0.557271033407962
412000,0.5553297918561066
414000,0.553063093781229
416000,0.5514451449222412
418000,0.5497907745097094
420000,0.5479727903957365
422000,0.5457426327191323
424000,0.5440369255976906
426000,0.5427097734153001
428000,0.5416349377767786
430000,0.5409821334443087
432000,0.5401431263748389
434000,0.5399932633890021
436000,0.5405198663006663
438000,0.5412383178637495
440000,0.5420234590452291
442000,0.5417671516653043
444000,0.5411999846628139
446000,0.5394479038204402
448000,0.5374230224664593
450000,0.5359307772080423
452000,0.5350057660963781
454000,0.5340218936496193
456000,0.5322208316255728
458000,0.5302655383230783
460000,0.5279738623458453
462000,0.5257551577768425
464000,0.5240149730398308
466000,0.522212650472397
468000,0.5205825886291394
470000,0.51921738698944
472000,0.5178229772857861
474000,0.516242958661246
476000,0.5145636308251663
478000,0.5139729297352588
480000,0.5140471985225936
482000,0.5136390193589538
484000,0.5138629967127948
486000,0.5148500623158304
488000,0.5158362483524003
490000,0.5167051405403063
492000,0.518266170418104
494000,0.5193234077740978
496000,0.5207361709812339
498000,0.522622337314441
500000,0.5250474184036857
502000,0.5271752840286813
504000,0.5288316125649424
506000,0.5309951926896046
508000,0.5322776521483583
510000,0.5322048210684358
512000,0.5313842336984018
514000,0.5304183635795519
516000,0.5288377513250958
518000,0.5273065680956054
520000,0.5257476769239481
522000,0.5242676159243304
524000,0.5230113518375066
526000,0.5225127970150905
528000,0.5225203098375971
530000,0.522878412441205
532000,0.5231473186148027
534000,0.5232937443708586
536000,0.5239788631537565
538000,0.5252009926177561
540000,0.5260077908065331
542000,0.5257289775662233
544000,0.5250369556606095
546000,0.5250395466070152
548000,0.5251788007735732
550000,0.5246523246896266
552000,0.52323653013181
554000,0.522054460318163
556000,0.5211713540242854
558000,0.5207868784888336
560000,0.5204596211922167
562000,0.5204365491799344
564000,0.520141516744005
566000,0.5196393824182515
568000,0.5194759558822369
570000,0.5189780888036636
572000,0.5186126024365405
574000,0.5176223582797549
576000,0.5163934914890348
578000,0.5151714855486615
580000,0.5142650264949222
582000,0.5137735772575277
584000,0.5133370412132967
586000,0.5128517131207355
588000,0.5117543633386872
590000,0.510562358842801
592000,0.5094761630680311
594000,0.508678972694081
596000,0.5087693061594699
598000,0.5085887671068099
600000,0.5081853512526103
602000,0.5080929867939945
604000,0.5075237998153259
606000,0.5061897894247049
608000,0.5047478405023249
610000,0.503450726006432
612000,0.5023674125052848
614000,0.5013865004332967
616000,0.5004652418667143
618000,0.499406816931187
620000,0.4992536850042945
622000,0.49947606268501804
624000,0.4985884073278334
626000,0.49810494557268087
628000,0.49826989866996557
630000,0.49784180329669114
632000,0.4971150894529288
634000,0.4968453877191932
636000,0.49765350185189167
638000,0.49799138091552864
640000,0.49768278664866894
642000,0.49718788875172243
644000,0.49673112833891137
646000,0.49707578990306384
648000,0.4978231848258734
650000,0.497688813256802
652000,0.49691668747770273
654000,0.4958376072733836
656000,0.4949330460817925
658000,0.4937043591040057
660000,0.49248510046127136
662000,0.49176615936956725
664000,0.4906589121210173
666000,0.4893892489909777
668000,0.48822403694430305
670000,0.48741550447758075
672000,0.4866771317208271
674000,0.48632827261316125
676000,0.4864736727830111
678000,0.48641925917957557
680000,0.48669576197671854
682000,0.4869373925137394
684000,0.48744582081000887
686000,0.4876504180638307
688000,0.4875942880143259
690000,0.4876909807808311
692000,0.48790956644098354
694000,0.4876898193255107
696000,0.48709384535774525
698000,0.48623007796067
700000,0.48516942586874584
702000,0.48450966352855535
704000,0.4835594371921487
706000,0.4822545462340794
708000,0.4811989625538727
710000,0.4802734542078717
712000,0.47957673610777657
714000,0.47874190352459145
716000,0.4783629830957808
718000,0.4780158446850137
720000,0.47761328434562533
722000,0.47755512050011517
724000,0.4776016121405328
726000,0.4786125378172571
728000,0.48039713182024457
730000,0.4816307013224355
732000,0.4828573516506105
734000,0.4838311755259218
736000,0.48365300333623856
738000,0.4836549808923642
740000,0.4844704310008492
742000,0.4859585185510798
744000,0.4870618831463727
746000,0.48770300622407226
748000,0.4872058083565941
750000,0.4862002040638482
752000,0.48511663160322654
754000,0.483920944149293
756000,0.4827810784524591
758000,0.48179827274446463
760000,0.4807301033848658
762000,0.47969713150578097
764000,0.4788831047967684
766000,0.47848380977720956
768000,0.47888206872632016
770000,0.48022596316040395
772000,0.4818331930142984
774000,0.4832943009247388
776000,0.4846727636038854
778000,0.48540269518513285
780000,0.48629655266261834
782000,0.4868174012337264
784000,0.4870750975989996
786000,0.48748922889973667
788000,0.487219503974472
790000,0.4863652685899831
792000,0.48647916644027345
794000,0.48760606174748394
796000,0.48818490100013595
798000,0.48791933142228383
800000,0.48745552441798445
802000,0.48743115612337906
804000,0.4876565226641184
806000,0.4882282792376582
808000,0.48996529677844897
810000,0.4920484865039114
812000,0.49451826022970025
814000,0.49741256642840254
816000,0.49882651755336327
818000,0.4989580794534034
820000,0.4986259972938263
822000,0.498570518611927
824000,0.4981568520709001
826000,0.49719925488373834
828000,0.4963313914297445
830000,0.49541180584843786
832000,0.49443225819986475
834000,0.4933397297463479
836000,0.49238793200008596
838000,0.4917463073632233
840000,0.49127115311314407
842000,0.49105390332880794
844000,0.4910651927611318
846000,0.4913915653292057
848000,0.4920907819797882
850000,0.49247738471343133
852000,0.49206323113134404
854000,0.49134680230484723
856000,0.49059334841745156
858000,0.4901638008927173
860000,0.4896859468113821
862000,0.4892151248472257
864000,0.4893636135568667
866000,0.48915884928432907
868000,0.48838115076430316
870000,0.4873906558820231
872000,0.48657416990687447
874000,0.48601549674274996
876000,0.4856082313058024
878000,0.48524890123497944
880000,0.4847766455343502
882000,0.4843279755501441
884000,0.48350679318053474
886000,0.48262577127878825
888000,0.4820242772073538
890000,0.4823543831235091
892000,0.48250811488599704
894000,0.48207254104402897
896000,0.48165059162891094
898000,0.4815797458624549
900000,0.48211471798331595
902000,0.48202467723814924
904000,0.4819508962151332
906000,0.48166925680234063
908000,0.481202309849074
910000,0.48051403003567555
912000,0.4796955773477654
914000,0.47876778468720504
916000,0.47773528550730576
918000,0.4767218789984934
920000,0.47573806687443043
922000,0.4748462851086967
924000,0.4741471084299535
926000,0.4734238106828219
928000,0.47243977648636104
930000,0.47158433699521735
932000,0.47089720945598557
934000,0.4702102771652027
936000,0.46989131629900593
938000,0.46949860201477506
940000,0.46897738553055124
942000,0.4685590610326809
944000,0.4680380798000844
946000,0.4676343448969428
948000,0.4673935863523018
950000,0.46677987409652194
952000,0.4662993518966449
954000,0.4660800819651821
956000,0.46571201235092474
958000,0.465094908469889
960000,0.46443222881976653
962000,0.46373033675259767
964000,0.46313606993566664
966000,0.462315245033909
968000,0.46143104480978214
970000,0.4608249244506463
972000,0.4603597459543845
974000,0.4602828139412106
976000,0.4606042349034209
978000,0.4608851018376378
980000,0.4612798404295838
982000,0.46110276142381795
984000,0.46090911487285063
986000,0.4605835753088073
988000,0.45999417343019766
990000,0.45973670564673136
992000,0.45986242850322717
994000,0.45978808205127014
996000,0.4592820552277154
998000,0.45872821187264085
1000000,0.4580292991591386
1002000,0.45741428158485226
1004000,0.4567669235148399
1006000,0.45594005672774335
1008000,0.45518869977634624
1010000,0.45456442363911875
1012000,0.45390517849551093
1014000,0.4535146205428427
1016000,0.45358714735271044
1018000,0.45381551784473906
1020000,0.4539187222779728
1022000,0.4535453680837471
1024000,0.4526874883645535
1026000,0.45199432774573306
1028000,0.45157857008874086
1030000,0.4510623203808645
1032000,0.4503013496996244
1034000,0.4494985099896241
1036000,0.4488055796773956
1038000,0.4480565277989235
1040000,0.4472955508078407
1042000,0.44665307311602326
1044000,0.44622393341652333
1046000,0.4459707418608881
1048000,0.4456653664777448
1050000,0.4453943048300401
1052000,0.4449097894604544
1054000,0.4443688889283357
1056000,0.44390447713642284
1058000,0.44355904956409603
1060000,0.4432917893102131
1062000,0.443444972818801
1064000,0.44373142787752606
1066000,0.44374155063052584
1068000,0.44378510677160615
1070000,0.4440689752783096
1072000,0.4444879358622659
1074000,0.4449144245347782
1076000,0.4453165372674199
1078000,0.4454622195178088
1080000,0.44541019669784493
1082000,0.4453525204862912
1084000,0.4458950819205525
1086000,0.44653319706196104
1088000,0.44680860958355145
1090000,0.44657054926562717
1092000,0.4466221035698823
1094000,0.4471300318043043
1096000,0.44805376503912747
1098000,0.44817604779206105
1100000,0.44791859523767885
1102000,0.4476452706373983
1104000,0.4476254462837968
1106000,0.447405921146845
1108000,0.4468379520493897
1110000,0.4461741380860635
1112000,0.44546951710566307
1114000,0.44485069070047606
1116000,0.4443817561252792
1118000,0.44410011492273777
1120000,0.4438175865676926
1122000,0.44353362535361346
1124000,0.4432084303654639
1126000,0.44299030989062677
1128000,0.44253836027999305
1130000,0.4420410582027794
1132000,0.4419122453731228
1134000,0.4425323979605916
1136000,0.4433212037051593
1138000,0.44324204284303464
1140000,0.44312065668005973
1142000,0.443340966428339
1144000,0.44412531207896216
1146000,0.4448442370213525
1148000,0.44447792608478537
1150000,0.44392655537351433
1152000,0.4437291803487708
1154000,0.443386575762198
1156000,0.44320826261391083
1158000,0.44358376599332044
1160000,0.443877163975608
1162000,0.4439959628787583
1164000,0.44434242581612676
1166000,0.44524039362784734
1168000,0.4463794972312059
1170000,0.4476124213182813
1172000,0.44848086011792115
1174000,0.449538439539817
1176000,0.4506258214774304
1178000,0.4515397842606772
1180000,0.45280767058630667
1182000,0.4539887738252511
1184000,0.4550088928436631
1186000,0.4561218322978048
1188000,0.4571878125873033
1190000,0.4579795526342597
1192000,0.4578180237594925
1194000,0.4572738881859891
1196000,0.4569112249344444
1198000,0.4567069510701857
1200000,0.45629433883658843
1202000,0.45608801180146646
1204000,0.4560656203759191
1206000,0.45656005480401773
1208000,0.45742146520217913
1210000,0.45779238460196797
1212000,0.4582043110985212
1214000,0.4589907378228203
1216000,0.4597977952145942
1218000,0.46044190224280873
1220000,0.46115687559346935
1222000,0.46132327054416905
1224000,0.461317897103795
1226000,0.4611990668984192
1228000,0.46067729721349054
1230000,0.4601872888857591
1232000,0.4596979031084682
1234000,0.4593326900606205
1236000,0.45902023874112746
1238000,0.4588579839302583
1240000,0.4588397544948007
1242000,0.45900387280811306
1244000,0.45920401086978496
1246000,0.45921029369212296
1248000,0.4592125286662599
1250000,0.45926056158498296
1252000,0.4600878891095427
1254000,0.46114792415795774
1256000,0.46222322031091223
1258000,0.46350231603067577
1260000,0.46447885323788457
1262000,0.4653587953269069
1264000,0.46626638382171304
1266000,0.4669412824350533
1268000,0.4675748223063473
1270000,0.46859882432533295
1272000,0.4698018251785489
1274000,0.4700414485670493
1276000,0.46979477702731764
1278000,0.4699298907471446
1280000,0.4706341597571859
1282000,0.47178169715963675
1284000,0.47320561951937556
1286000,0.4741027196918139
1288000,0.4738710202780632
1290000,0.47328104701516877
1292000,0.4727611834000807
1294000,0.4723778103886811
1296000,0.4719716213020646
1298000,0.47148700251475584
1300000,0.4710367537287731
1302000,0.4708863979495348
